         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT     GHB_NORTH_IN    GHB_NORTH_OUT     GHB_SOUTH_IN    GHB_SOUTH_OUT           SFR_IN          SFR_OUT          MNW2_IN         MNW2_OUT     FMP_WELLS_IN    FMP_WELLS_OUT       FMP_FNR_IN      FMP_FNR_OUT         IN_OUT  PERCENT_ERROR
2013-12-16T12:00:00    48     2           15.5         1461.0       4000.16000              0.0              0.0              0.0              0.0        777.85884              0.0       1549.45335        270.00933              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   2.9158400E-9  6.3208829E-11
2014-01-01T00:00:00    49     1           15.5         1476.5       2497.02308       1306.40447              0.0              0.0              0.0        498.53219              0.0       1303.49307        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   4.0290615E-9  1.2961726E-10
2014-01-16T12:00:00    49     2           15.5         1492.0       2441.22383       1255.11933              0.0              0.0              0.0        496.66584              0.0       1300.84531        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   2.8512659E-9  9.3403571E-11
2014-02-01T00:00:00    50     1           14.0         1506.0       2031.92266       1224.08138              0.0              0.0        1.6570757        297.70265              0.0       1123.20237        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.7543941E-9  1.4194380E-10
2014-02-15T00:00:00    50     2           14.0         1520.0       1986.35568       1181.26227              0.0              0.0        1.9081348        296.85802              0.0       1121.55018        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   2.6107045E-9  1.0042444E-10
2014-03-01T00:00:00    51     1           15.5         1535.5       1797.76554       1141.34005              0.0              0.0       22.2989677        238.68744              0.0       1051.44368        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   2.4892870E-9  1.0237781E-10
2014-03-16T12:00:00    51     2           15.5         1551.0       1751.78525       1097.90998              0.0              0.0       22.5278225        237.90596              0.0       1049.90380        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   2.3183020E-9  9.7174113E-11
2014-04-01T00:00:00    52     1           15.0         1566.0       1849.19786       1052.32206              0.0              0.0        2.6587505        294.32107              0.0       1116.62013        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   1.7730599E-9  7.1980123E-11
2014-04-16T00:00:00    52     2           15.0         1581.0       1807.42039       1013.60121              0.0              0.0        2.9523930        293.34617              0.0       1114.83206        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   2.0399966E-9  8.4235442E-11
2014-05-01T00:00:00    53     1           15.5         1596.5       2446.27190              0.0              0.0              0.0              0.0        487.50867              0.0       1285.28244        269.37635              0.0              0.0              0.0              0.0       1285.71429        342.85714              0.0   1.7103048E-9  5.5919626E-11
2014-05-16T12:00:00    53     2           15.5         1612.0       2438.21991              0.0              0.0              0.0              0.0        484.91947              0.0       1279.81965        269.37635              0.0              0.0              0.0              0.0       1285.71429        342.85714              0.0   3.2978278E-9  1.0810943E-10
2014-06-01T00:00:00    54     1           15.0         1627.0       3912.76345              0.0              0.0              0.0              0.0        742.69227              0.0       1499.51240        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   8.9794412E-9  2.0146142E-10
